jobID,  modelID,  status,  completionReason,  startTime,  endTime,  runtime(s),  expDesc,  numRecords,  modelParams|sensorParams|encoders|timestamp_weekend:radius,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius,  modelParams|sensorParams|encoders|hourly_traffic_count1:n,  modelParams|clParams|alpha,  modelParams|tpParams|minThreshold,  modelParams|tpParams|activationThreshold,  modelParams|sensorParams|encoders|hourly_traffic_count2:n,  modelParams|tpParams|pamLength,  modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius,  modelParams|sensorParams|encoders|_classifierInput|n,  modelParams|spParams|synPermInactiveDec,  multiStepBestPredictions:multiStep:errorMetric='aae':steps=[1]:window=1000:field=hourly_traffic_count1,  multiStepBestPredictions:multiStep:errorMetric='altMAPE':steps=[1]:window=1000:field=hourly_traffic_count1, 
1015,  4034,  completed,  killed,  2014-08-07 19:40:24,  2014-08-07 19:40:52,  28,  modelParams|clParams|alpha_0.1.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_16.modelParams|sensorParams|encoders|hourly_traffic_count2:n_521.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|spParams|synPermInactiveDec_0.0003.modelParams|tpParams|pamLength_5,  550,  None,  None,  None,  0.1,  12,  16,  521,  5,  None,  521,  0.0003,  607.834697322,  16.7626820407, 
1015,  4035,  completed,  eof,  2014-08-07 19:40:25,  2014-08-07 19:41:05,  40,  modelParams|clParams|alpha_0.0430398274525.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.53687576993.modelParams|sensorParams|encoders|_classifierInput|n_245.modelParams|spParams|synPermInactiveDec_0.0552217523749,  1584,  None,  None,  None,  0.0430398274525,  11,  14,  None,  3,  3.53687576993,  245,  0.0552217523749,  531.84316161,  14.7022784639, 
1015,  4036,  completed,  killed,  2014-08-07 19:40:26,  2014-08-07 19:40:43,  17,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_0.873734461711.modelParams|clParams|alpha_0.000378369110228.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.1,  400,  None,  0.873734461711,  None,  0.000378369110228,  9,  12,  None,  1,  None,  28,  0.1,  439.840101324,  12.1695733573, 
1015,  4037,  completed,  eof,  2014-08-07 19:40:36,  2014-08-07 19:41:17,  41,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.1.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_16.modelParams|tpParams|pamLength_5.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|spParams|synPermInactiveDec_0.00693688532339,  1584,  1,  None,  None,  0.1,  11,  16,  None,  5,  None,  521,  0.00693688532339,  871.495625191,  24.0916350656, 
1015,  4038,  completed,  killed,  2014-08-07 19:40:43,  2014-08-07 19:40:52,  9,  modelParams|clParams|alpha_0.0811592509584.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_16.modelParams|sensorParams|encoders|hourly_traffic_count2:n_441.modelParams|sensorParams|encoders|_classifierInput|n_460.modelParams|spParams|synPermInactiveDec_0.0159842496102.modelParams|tpParams|pamLength_4,  150,  None,  None,  None,  0.0811592509584,  12,  16,  441,  4,  None,  460,  0.0159842496102,  611.611319463,  17.3656202968, 
1015,  4039,  completed,  eof,  2014-08-07 19:40:45,  2014-08-07 19:41:25,  40,  modelParams|clParams|alpha_0.0482744794955.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_4.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.79739630223.modelParams|sensorParams|encoders|_classifierInput|n_300.modelParams|spParams|synPermInactiveDec_0.0438387760387,  1584,  None,  None,  None,  0.0482744794955,  11,  14,  None,  4,  3.79739630223,  300,  0.0438387760387,  533.193235923,  14.7395999337, 
1015,  4041,  completed,  eof,  2014-08-07 19:40:52,  2014-08-07 19:41:32,  40,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.1.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_16.modelParams|tpParams|pamLength_5.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|spParams|synPermInactiveDec_0.0003,  1584,  1,  None,  None,  0.1,  12,  16,  None,  5,  None,  521,  0.0003,  873.457611064,  24.1458722256, 
1015,  4043,  completed,  eof,  2014-08-07 19:40:54,  2014-08-07 19:41:31,  37,  modelParams|clParams|alpha_0.0316508487368.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.1784107725.modelParams|sensorParams|encoders|_classifierInput|n_200.modelParams|spParams|synPermInactiveDec_0.0663455676609,  1584,  None,  None,  None,  0.0316508487368,  11,  13,  None,  3,  3.1784107725,  200,  0.0663455676609,  534.850610529,  14.7854164164, 
1015,  4044,  completed,  eof,  2014-08-07 19:40:56,  2014-08-07 19:41:36,  40,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.1.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_16.modelParams|tpParams|pamLength_5.modelParams|sensorParams|encoders|_classifierInput|n_509.modelParams|spParams|synPermInactiveDec_0.0178539004973,  1584,  1,  None,  None,  0.1,  11,  16,  None,  5,  None,  509,  0.0178539004973,  863.002528375,  23.8568517998, 
1015,  4045,  completed,  eof,  2014-08-07 19:41:07,  2014-08-07 19:41:43,  36,  modelParams|clParams|alpha_0.0441185718058.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_15.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.16887673785.modelParams|sensorParams|encoders|_classifierInput|n_257.modelParams|spParams|synPermInactiveDec_0.050083259722,  1584,  None,  None,  None,  0.0441185718058,  11,  15,  None,  3,  3.16887673785,  257,  0.050083259722,  510.958283337,  14.1249366492, 
1015,  4080,  completed,  eof,  2014-08-07 19:41:18,  2014-08-07 19:41:55,  37,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.1.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_16.modelParams|tpParams|pamLength_5.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|spParams|synPermInactiveDec_0.00151704161744,  1584,  1,  None,  None,  0.1,  11,  16,  None,  5,  None,  521,  0.00151704161744,  871.495625191,  24.0916350656, 
1015,  4083,  completed,  eof,  2014-08-07 19:41:26,  2014-08-07 19:42:02,  36,  modelParams|clParams|alpha_0.032335385124.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.80163110508.modelParams|sensorParams|encoders|_classifierInput|n_212.modelParams|spParams|synPermInactiveDec_0.0613260402384,  1584,  None,  None,  None,  0.032335385124,  11,  13,  None,  3,  3.80163110508,  212,  0.0613260402384,  521.940652311,  14.4285333832, 
1015,  4084,  completed,  eof,  2014-08-07 19:41:32,  2014-08-07 19:42:10,  38,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.1.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_16.modelParams|tpParams|pamLength_5.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|spParams|synPermInactiveDec_0.0155601069147,  1584,  1,  None,  None,  0.1,  12,  16,  None,  5,  None,  521,  0.0155601069147,  873.457611064,  24.1458722256, 
1015,  4085,  completed,  eof,  2014-08-07 19:41:33,  2014-08-07 19:42:09,  36,  modelParams|clParams|alpha_0.0378272468647.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.44155811567.modelParams|sensorParams|encoders|_classifierInput|n_224.modelParams|spParams|synPermInactiveDec_0.0551029956655,  1584,  None,  None,  None,  0.0378272468647,  11,  14,  None,  3,  3.44155811567,  224,  0.0551029956655,  530.630993387,  14.6687692717, 
1015,  4086,  completed,  killed,  2014-08-07 19:41:36,  2014-08-07 19:42:11,  35,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.1.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_16.modelParams|tpParams|pamLength_5.modelParams|sensorParams|encoders|_classifierInput|n_517.modelParams|spParams|synPermInactiveDec_0.0161189114614,  1500,  1,  None,  None,  0.1,  11,  16,  None,  5,  None,  517,  0.0161189114614,  862.664780443,  23.7952597434, 
1015,  4087,  completed,  eof,  2014-08-07 19:41:44,  2014-08-07 19:42:21,  37,  modelParams|clParams|alpha_0.0480856175393.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_16.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.54148916727.modelParams|sensorParams|encoders|_classifierInput|n_270.modelParams|spParams|synPermInactiveDec_0.0472992762466,  1584,  None,  None,  None,  0.0480856175393,  12,  16,  None,  3,  3.54148916727,  270,  0.0472992762466,  565.050872437,  15.6202728032, 
1015,  4089,  completed,  killed,  2014-08-07 19:41:56,  2014-08-07 19:42:10,  14,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.1.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_16.modelParams|tpParams|pamLength_5.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|spParams|synPermInactiveDec_0.0106491357713,  550,  1,  None,  None,  0.1,  11,  16,  None,  5,  None,  521,  0.0106491357713,  958.222919759,  26.4255828086, 
1015,  4090,  completed,  eof,  2014-08-07 19:42:03,  2014-08-07 19:42:39,  36,  modelParams|clParams|alpha_0.0360261489665.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_15.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_2.91022190768.modelParams|sensorParams|encoders|_classifierInput|n_217.modelParams|spParams|synPermInactiveDec_0.0553168697883,  1584,  None,  None,  None,  0.0360261489665,  11,  15,  None,  3,  2.91022190768,  217,  0.0553168697883,  525.008003342,  14.5133272703, 
1015,  4091,  completed,  killed,  2014-08-07 19:42:09,  2014-08-07 19:42:12,  3,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.1.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_16.modelParams|tpParams|pamLength_5.modelParams|sensorParams|encoders|_classifierInput|n_502.modelParams|spParams|synPermInactiveDec_0.0183251919727,  50,  1,  None,  None,  0.1,  11,  16,  None,  5,  None,  502,  0.0183251919727,  889.724489796,  25.8449180425, 
1015,  4092,  completed,  eof,  2014-08-07 19:42:11,  2014-08-07 19:42:48,  37,  modelParams|clParams|alpha_0.0450707503961.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_15.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.08982057474.modelParams|sensorParams|encoders|_classifierInput|n_262.modelParams|spParams|synPermInactiveDec_0.0488336727081,  1584,  None,  None,  None,  0.0450707503961,  11,  15,  None,  3,  3.08982057474,  262,  0.0488336727081,  537.398467753,  14.8558494107, 
1015,  4093,  completed,  eof,  2014-08-07 19:42:12,  2014-08-07 19:42:48,  36,  modelParams|clParams|alpha_0.039486017014.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_15.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.3625931225.modelParams|sensorParams|encoders|_classifierInput|n_234.modelParams|spParams|synPermInactiveDec_0.0528505454321,  1584,  None,  None,  None,  0.039486017014,  11,  15,  None,  3,  3.3625931225,  234,  0.0528505454321,  537.707449426,  14.8643909036, 
1015,  4094,  completed,  killed,  2014-08-07 19:42:13,  2014-08-07 19:42:49,  36,  modelParams|clParams|alpha_0.0416201019859.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_15.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.19633354111.modelParams|sensorParams|encoders|_classifierInput|n_247.modelParams|spParams|synPermInactiveDec_0.0500428176918,  1550,  None,  None,  None,  0.0416201019859,  11,  15,  None,  3,  3.19633354111,  247,  0.0500428176918,  525.187417209,  14.5181665872, 
1015,  4095,  completed,  killed,  2014-08-07 19:42:14,  2014-08-07 19:42:49,  35,  modelParams|sensorParams|encoders|hourly_traffic_count1:n_272.modelParams|clParams|alpha_0.05005.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.5.modelParams|sensorParams|encoders|_classifierInput|n_275.modelParams|spParams|synPermInactiveDec_0.05015,  900,  None,  None,  272,  0.05005,  11,  14,  None,  3,  3.5,  275,  0.05015,  552.265737819,  15.2238454424, 
1015,  4096,  completed,  killed,  2014-08-07 19:42:22,  2014-08-07 19:42:49,  27,  modelParams|clParams|alpha_0.0448749266704.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.23696002166.modelParams|sensorParams|encoders|_classifierInput|n_257.modelParams|spParams|synPermInactiveDec_0.0501865886701,  1100,  None,  None,  None,  0.0448749266704,  10,  14,  None,  3,  3.23696002166,  257,  0.0501865886701,  678.355211912,  18.5337991472, 
1015,  4112,  completed,  killed,  2014-08-07 19:42:40,  2014-08-07 19:42:49,  9,  modelParams|clParams|alpha_0.0436748713381.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_16.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.0531814335.modelParams|sensorParams|encoders|_classifierInput|n_257.modelParams|spParams|synPermInactiveDec_0.047314874258,  300,  None,  None,  None,  0.0436748713381,  11,  16,  None,  3,  3.0531814335,  257,  0.047314874258,  945.128117171,  26.5426826998, 
1015,  4114,  completed,  eof,  2014-08-07 19:42:49,  2014-08-07 19:43:28,  39,  modelParams|clParams|alpha_0.0431387073539.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_15.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.20188320226.modelParams|sensorParams|encoders|_classifierInput|n_256.modelParams|spParams|synPermInactiveDec_0.0498388636388,  1584,  None,  None,  None,  0.0431387073539,  11,  15,  None,  3,  3.20188320226,  256,  0.0498388636388,  542.236722978,  14.9895981937, 
1015,  4115,  completed,  killed,  2014-08-07 19:42:49,  2014-08-07 19:42:53,  4,  modelParams|clParams|alpha_0.05005.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|sensorParams|encoders|hourly_traffic_count2:n_272.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.5.modelParams|sensorParams|encoders|_classifierInput|n_275.modelParams|spParams|synPermInactiveDec_0.05015,  50,  None,  None,  None,  0.05005,  11,  14,  272,  3,  3.5,  275,  0.05015,  680.188979592,  19.7582831906, 
1015,  4116,  completed,  eof,  2014-08-07 19:42:50,  2014-08-07 19:43:38,  48,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_1.075.modelParams|clParams|alpha_0.05005.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.5.modelParams|sensorParams|encoders|_classifierInput|n_275.modelParams|spParams|synPermInactiveDec_0.05015,  1584,  None,  1.075,  None,  0.05005,  11,  14,  None,  3,  3.5,  275,  0.05015,  422.803391203,  11.6879817993, 
1015,  4147,  completed,  eof,  2014-08-07 19:42:52,  2014-08-07 19:43:46,  54,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_0.5.modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_1.0.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.1,  1584,  None,  0.5,  None,  0.0001,  9,  12,  None,  1,  1.0,  28,  0.1,  446.796748468,  12.3512544429, 
1015,  4164,  completed,  eof,  2014-08-07 19:42:54,  2014-08-07 19:43:48,  54,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_1.075.modelParams|clParams|alpha_0.1.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_16.modelParams|tpParams|pamLength_5.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_6.0.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|spParams|synPermInactiveDec_0.0003,  1584,  None,  1.075,  None,  0.1,  12,  16,  None,  5,  6.0,  521,  0.0003,  565.662242241,  15.6371735171, 
1015,  4169,  completed,  eof,  2014-08-07 19:42:55,  2014-08-07 19:43:45,  50,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_0.5.modelParams|clParams|alpha_0.025075.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_4.75.modelParams|sensorParams|encoders|_classifierInput|n_151.modelParams|spParams|synPermInactiveDec_0.075075,  1584,  None,  0.5,  None,  0.025075,  10,  13,  None,  2,  4.75,  151,  0.075075,  474.44500526,  13.115563171, 
1015,  4180,  completed,  eof,  2014-08-07 19:42:58,  2014-08-07 19:43:54,  56,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_0.5.modelParams|clParams|alpha_0.075025.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_15.modelParams|tpParams|pamLength_4.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_2.25.modelParams|sensorParams|encoders|_classifierInput|n_398.modelParams|spParams|synPermInactiveDec_0.025225,  1584,  None,  0.5,  None,  0.075025,  11,  15,  None,  4,  2.25,  398,  0.025225,  457.092801598,  12.6358786538, 
1015,  4181,  completed,  eof,  2014-08-07 19:43:29,  2014-08-07 19:44:23,  54,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_1.075.modelParams|sensorParams|encoders|hourly_traffic_count1:n_272.modelParams|clParams|alpha_0.05005.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|_classifierInput|n_275.modelParams|spParams|synPermInactiveDec_0.05015,  1584,  None,  1.075,  272,  0.05005,  11,  14,  None,  3,  None,  275,  0.05015,  428.592007891,  11.8480023854, 
1015,  4183,  completed,  eof,  2014-08-07 19:43:39,  2014-08-07 19:44:30,  51,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_1.075.modelParams|clParams|alpha_0.05005.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|sensorParams|encoders|hourly_traffic_count2:n_272.modelParams|sensorParams|encoders|_classifierInput|n_275.modelParams|spParams|synPermInactiveDec_0.05015.modelParams|tpParams|pamLength_3,  1584,  None,  1.075,  None,  0.05005,  11,  14,  272,  3,  None,  275,  0.05015,  486.124694576,  13.4384366365, 
1015,  4184,  completed,  eof,  2014-08-07 19:43:46,  2014-08-07 19:44:38,  52,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_0.5.modelParams|sensorParams|encoders|hourly_traffic_count1:n_22.modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.1,  1584,  None,  0.5,  22,  0.0001,  9,  12,  None,  1,  None,  28,  0.1,  434.326663967,  12.0065312838, 
1015,  4198,  completed,  eof,  2014-08-07 19:43:48,  2014-08-07 19:44:33,  45,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_1.075.modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|sensorParams|encoders|hourly_traffic_count2:n_22.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.1.modelParams|tpParams|pamLength_1,  1584,  None,  1.075,  None,  0.0001,  9,  12,  22,  1,  None,  28,  0.1,  446.461563871,  12.341988596, 
1015,  4210,  completed,  eof,  2014-08-07 19:43:52,  2014-08-07 19:45:18,  86,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_1.075.modelParams|sensorParams|encoders|hourly_traffic_count1:n_521.modelParams|clParams|alpha_0.1.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_16.modelParams|tpParams|pamLength_5.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|spParams|synPermInactiveDec_0.0003,  1584,  None,  1.075,  521,  0.1,  12,  16,  None,  5,  None,  521,  0.0003,  440.944497881,  12.1894747605, 
1015,  4211,  completed,  eof,  2014-08-07 19:43:55,  2014-08-07 19:45:15,  80,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_1.075.modelParams|clParams|alpha_0.1.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_16.modelParams|sensorParams|encoders|hourly_traffic_count2:n_521.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|spParams|synPermInactiveDec_0.0003.modelParams|tpParams|pamLength_5,  1584,  None,  1.075,  None,  0.1,  12,  16,  521,  5,  None,  521,  0.0003,  490.756021675,  13.566465096, 
1015,  4213,  completed,  eof,  2014-08-07 19:44:24,  2014-08-07 19:45:18,  54,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_0.5.modelParams|sensorParams|encoders|hourly_traffic_count1:n_147.modelParams|clParams|alpha_0.025075.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_151.modelParams|spParams|synPermInactiveDec_0.075075,  1584,  None,  0.5,  147,  0.025075,  10,  13,  None,  2,  None,  151,  0.075075,  391.042539303,  10.8099844448, 
1015,  4214,  completed,  eof,  2014-08-07 19:44:31,  2014-08-07 19:45:21,  50,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_0.5.modelParams|clParams|alpha_0.025075.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_13.modelParams|sensorParams|encoders|hourly_traffic_count2:n_147.modelParams|sensorParams|encoders|_classifierInput|n_151.modelParams|spParams|synPermInactiveDec_0.075075.modelParams|tpParams|pamLength_2,  1584,  None,  0.5,  None,  0.025075,  10,  13,  147,  2,  None,  151,  0.075075,  463.067721255,  12.8010494014, 
1015,  4215,  completed,  eof,  2014-08-07 19:44:34,  2014-08-07 19:45:40,  66,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_0.5.modelParams|sensorParams|encoders|hourly_traffic_count1:n_396.modelParams|clParams|alpha_0.075025.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_15.modelParams|tpParams|pamLength_4.modelParams|sensorParams|encoders|_classifierInput|n_398.modelParams|spParams|synPermInactiveDec_0.025225,  1584,  None,  0.5,  396,  0.075025,  11,  15,  None,  4,  None,  398,  0.025225,  453.753904364,  12.5435781403, 
1015,  4216,  completed,  eof,  2014-08-07 19:44:39,  2014-08-07 19:45:38,  59,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_1.74319373806.modelParams|clParams|alpha_0.075025.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_15.modelParams|sensorParams|encoders|hourly_traffic_count2:n_396.modelParams|sensorParams|encoders|_classifierInput|n_398.modelParams|spParams|synPermInactiveDec_0.025225.modelParams|tpParams|pamLength_4,  1584,  None,  1.74319373806,  None,  0.075025,  11,  15,  396,  4,  None,  398,  0.025225,  477.767391659,  13.2074072587, 
1015,  4232,  completed,  eof,  2014-08-07 19:45:16,  2014-08-07 19:46:12,  56,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_1.21875.modelParams|sensorParams|encoders|hourly_traffic_count1:n_296.modelParams|clParams|alpha_0.055045.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|_classifierInput|n_299.modelParams|spParams|synPermInactiveDec_0.055135,  1584,  None,  1.21875,  296,  0.055045,  11,  14,  None,  3,  None,  299,  0.055135,  424.617899342,  11.7381420831, 
1015,  4233,  completed,  eof,  2014-08-07 19:45:19,  2014-08-07 19:45:59,  40,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_1.21875.modelParams|clParams|alpha_0.0106252494518.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_13.modelParams|sensorParams|encoders|hourly_traffic_count2:n_42.modelParams|sensorParams|encoders|_classifierInput|n_82.modelParams|spParams|synPermInactiveDec_0.1.modelParams|tpParams|pamLength_2,  1584,  None,  1.21875,  None,  0.0106252494518,  9,  13,  42,  2,  None,  82,  0.1,  512.451225484,  14.1662075591, 
1015,  4235,  completed,  eof,  2014-08-07 19:45:21,  2014-08-07 19:46:07,  46,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_1.21875.modelParams|clParams|alpha_0.055045.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.75.modelParams|sensorParams|encoders|_classifierInput|n_299.modelParams|spParams|synPermInactiveDec_0.055135,  1584,  None,  1.21875,  None,  0.055045,  11,  14,  None,  3,  3.75,  299,  0.055135,  396.425750626,  10.9587980004, 
1015,  4236,  completed,  eof,  2014-08-07 19:45:22,  2014-08-07 19:46:13,  51,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_0.5.modelParams|sensorParams|encoders|hourly_traffic_count1:n_108.modelParams|clParams|alpha_0.0318352278794.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_178.modelParams|spParams|synPermInactiveDec_0.0730925886227,  1584,  None,  0.5,  108,  0.0318352278794,  10,  13,  None,  2,  None,  178,  0.0730925886227,  388.113732462,  10.7290204749, 
1015,  4237,  completed,  eof,  2014-08-07 19:45:39,  2014-08-07 19:46:25,  46,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_1.21875.modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|sensorParams|encoders|hourly_traffic_count2:n_22.modelParams|sensorParams|encoders|_classifierInput|n_53.modelParams|spParams|synPermInactiveDec_0.095015.modelParams|tpParams|pamLength_1,  1584,  None,  1.21875,  None,  0.0001,  9,  12,  22,  1,  None,  53,  0.095015,  446.477056315,  12.3424168693, 
